Year;Month;DayofMonth;DayOfWeek;Carrier;OriginAirportID;OriginAirportName;OriginCity;OriginState;DestAirportID;DestAirportName;DestCity;DestState;CRSDepTime;DepDelay;DepDel15;CRSArrTime;ArrDelay;ArrDel15;Cancelled
2013;5;25;6;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1120;4;False;1345;-10;False;False
2013;10;11;5;UA;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;1843;31;True;2034;23;True;False
2013;6;28;5;WN;15304;Tampa International;Tampa;FL;10693;Nashville International;Nashville;TN;1115;-2;False;1200;2;False;False
2013;7;2;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;725;-6;False;859;5;False;False
2013;5;30;4;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1509;-3;False;1629;-13;False;False
2013;6;11;2;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1443;68;True;1731;56;True;False
2013;10;4;5;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1829;-4;False;2100;3;False;False
2013;9;14;6;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1516;-11;False;1635;-16;False;False
2013;7;30;2;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1745;-6;False;2029;5;False;False
2013;9;5;4;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1118;-7;False;1400;-7;False;False
2013;7;9;2;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;815;-3;False;1000;-8;False;False
2013;9;2;1;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;640;-2;False;900;-18;False;False
2013;7;2;2;US;15304;Tampa International;Tampa;FL;11278;Ronald Reagan Washington National;Washington;DC;830;6;False;1039;-5;False;False
2013;5;19;7;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1600;11;False;1839;5;False;False
2013;7;30;2;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1544;-2;False;1658;-17;False;False
2013;7;7;7;WN;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;2045;-7;False;2320;-20;False;False
2013;5;14;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;730;28;True;905;16;True;False
2013;9;23;1;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1500;-4;False;1752;9;False;False
2013;8;6;2;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1134;-3;False;1346;8;False;False
2013;9;6;5;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1335;-5;False;1513;0;False;False
2013;8;28;3;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1443;2;False;1733;45;True;False
2013;7;16;2;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;1425;1;False;1545;-22;False;False
2013;6;20;4;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1134;5;False;1346;4;False;False
2013;7;10;3;WN;15304;Tampa International;Tampa;FL;13198;Kansas City International;Kansas City;MO;1820;7;False;2005;-7;False;False
2013;4;7;7;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1335;-5;False;1515;-6;False;False
2013;8;22;4;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1345;-1;False;1455;-12;False;False
2013;9;6;5;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;830;-4;False;1109;1;False;False
2013;7;15;1;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;645;0;False;754;9;False;False
2013;4;18;4;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1335;14;False;1515;17;True;False
2013;10;28;1;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1715;-2;False;1848;-2;False;False
2013;4;16;2;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;945;1;False;1230;-6;False;False
2013;10;10;4;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1513;12;False;1631;15;True;False
2013;7;7;7;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1750;-3;False;1900;-7;False;False
2013;6;19;3;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1715;23;True;1856;13;False;False
2013;8;26;1;FL;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1740;-3;False;2005;6;False;False
2013;8;22;4;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1750;163;True;1900;173;True;False
2013;6;22;6;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1550;-5;False;1705;-16;False;False
2013;8;6;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1651;45;True;1820;42;True;False
2013;5;30;4;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1414;1;False;1652;18;True;False
2013;9;7;6;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1150;-13;False;1308;-16;False;False
2013;4;5;5;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;945;0;False;1118;5;False;False
2013;9;18;3;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1840;-4;False;2117;-2;False;False
2013;8;21;3;DL;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1541;-1;False;1829;-6;False;False
2013;9;14;6;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1200;-1;False;1433;-2;False;False
2013;7;18;4;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1414;-4;False;1543;-8;False;False
2013;10;29;2;WN;15304;Tampa International;Tampa;FL;12889;McCarran International;Las Vegas;NV;1255;1;False;1455;12;False;False
2013;8;11;7;WN;15304;Tampa International;Tampa;FL;14492;Raleigh-Durham International;Raleigh/Durham;NC;1550;5;False;1730;6;False;False
2013;4;11;4;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;510;-4;False;648;8;False;False
2013;5;13;1;DL;15304;Tampa International;Tampa;FL;13244;Memphis International;Memphis;TN;630;-8;False;727;-12;False;False
2013;5;21;2;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1139;-7;False;1306;-15;False;False
2013;4;30;2;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1025;1;False;1209;-1;False;False
2013;4;29;1;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1748;4;False;2041;31;True;False
2013;6;18;2;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;935;1;False;1110;-9;False;False
2013;5;31;5;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;730;-2;False;905;2;False;False
2013;9;4;3;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1845;9;False;2125;15;True;False
2013;8;15;4;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1158;13;False;1435;3;False;False
2013;4;3;3;WN;15304;Tampa International;Tampa;FL;15016;Lambert-St. Louis International;St. Louis;MO;1800;50;True;1925;45;True;False
2013;4;24;3;WN;15304;Tampa International;Tampa;FL;10529;Bradley International;Hartford;CT;2040;23;True;2330;19;True;False
2013;4;16;2;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1535;0;;1640;0;True;True
2013;4;15;1;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;830;-7;False;1115;-13;False;False
2013;4;9;2;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;600;-3;False;836;8;False;False
2013;8;3;6;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;605;-4;False;833;-9;False;False
2013;10;1;2;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1840;-4;False;2020;-7;False;False
2013;6;22;6;DL;15304;Tampa International;Tampa;FL;13487;Minneapolis-St Paul International;Minneapolis;MN;1413;-2;False;1633;-20;False;False
2013;9;22;7;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;600;0;False;729;-7;False;False
2013;4;22;1;FL;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1825;7;False;2045;-7;False;False
2013;8;15;4;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;700;-9;False;948;-36;False;False
2013;5;18;6;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1730;-4;False;1950;-16;False;False
2013;5;12;7;FL;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;1055;-2;False;1335;13;False;False
2013;8;24;6;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1150;1;False;1400;0;False;False
2013;9;29;7;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1410;-8;False;1659;-11;False;False
2013;4;18;4;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;940;0;False;1040;4;False;False
2013;9;13;5;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;708;27;True;840;32;True;False
2013;6;28;5;WN;15304;Tampa International;Tampa;FL;13495;Louis Armstrong New Orleans International;New Orleans;LA;1850;52;True;1915;46;True;False
2013;6;1;6;AA;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1210;0;False;1455;8;False;False
2013;9;14;6;WN;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1830;29;True;2045;32;True;False
2013;10;1;2;WN;15304;Tampa International;Tampa;FL;10693;Nashville International;Nashville;TN;1840;-8;False;1925;-17;False;False
2013;8;21;3;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1015;-1;False;1110;-9;False;False
2013;4;16;2;WN;15304;Tampa International;Tampa;FL;10693;Nashville International;Nashville;TN;1455;-3;False;1545;-10;False;False
2013;6;11;2;F9;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;846;-6;False;1035;-7;False;False
2013;4;2;2;DL;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1514;-2;False;1759;21;True;False
2013;8;5;1;B6;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;2019;126;True;2310;108;True;False
2013;5;25;6;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1730;-13;False;1950;-24;False;False
2013;8;30;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1846;5;False;2014;24;True;False
2013;7;7;7;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1344;-7;False;1604;-16;False;False
2013;7;19;5;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1645;0;False;1830;15;True;False
2013;7;23;2;WN;15304;Tampa International;Tampa;FL;14107;Phoenix Sky Harbor International;Phoenix;AZ;1915;4;False;2025;-7;False;False
2013;5;11;6;DL;15304;Tampa International;Tampa;FL;11193;Cincinnati/Northern Kentucky International;Cincinnati;OH;835;-5;False;1043;-8;False;False
2013;4;1;1;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1545;-5;False;1831;-21;False;False
2013;8;18;7;WN;15304;Tampa International;Tampa;FL;13495;Louis Armstrong New Orleans International;New Orleans;LA;1900;6;False;1930;-1;False;False
2013;5;31;5;DL;15304;Tampa International;Tampa;FL;11193;Cincinnati/Northern Kentucky International;Cincinnati;OH;835;-7;False;1045;-14;False;False
2013;9;20;5;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;900;-5;False;1112;-9;False;False
2013;8;12;1;DL;15304;Tampa International;Tampa;FL;11193;Cincinnati/Northern Kentucky International;Cincinnati;OH;1300;-5;False;1510;-12;False;False
2013;5;7;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;630;-5;False;800;-2;False;False
2013;4;26;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;615;-1;False;744;-7;False;False
2013;9;13;5;B6;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1128;-12;False;1403;-17;False;False
2013;8;25;7;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1920;51;True;2015;45;True;False
2013;5;25;6;FL;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1233;-7;False;1445;-2;False;False
2013;10;1;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;810;-4;False;935;-8;False;False
2013;4;26;5;US;15304;Tampa International;Tampa;FL;11278;Ronald Reagan Washington National;Washington;DC;700;0;False;913;-6;False;False
2013;10;7;1;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1412;118;True;1659;161;True;False
2013;4;3;3;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1710;10;False;1852;10;False;False
2013;7;10;3;WN;15304;Tampa International;Tampa;FL;12889;McCarran International;Las Vegas;NV;1650;0;False;1830;-18;False;False
2013;10;4;5;WN;15304;Tampa International;Tampa;FL;13495;Louis Armstrong New Orleans International;New Orleans;LA;1900;1;False;1930;-6;False;False
2013;7;18;4;WN;15304;Tampa International;Tampa;FL;13198;Kansas City International;Kansas City;MO;1000;-1;False;1145;-7;False;False
2013;5;8;3;WN;15304;Tampa International;Tampa;FL;14683;San Antonio International;San Antonio;TX;1300;-1;False;1440;-5;False;False
2013;8;26;1;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;615;3;False;743;-4;False;False
2013;5;30;4;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1150;-6;False;1330;-11;False;False
2013;6;2;7;DL;15304;Tampa International;Tampa;FL;13487;Minneapolis-St Paul International;Minneapolis;MN;820;37;True;1045;14;False;False
2013;6;15;6;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1345;43;True;1455;26;True;False
2013;9;15;7;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1846;-10;False;2059;-10;False;False
2013;6;26;3;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1120;4;False;1231;-3;False;False
2013;8;6;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1100;15;True;1229;13;False;False
2013;8;6;2;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1500;-1;False;1747;-5;False;False
2013;9;27;5;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1145;-11;False;1325;-7;False;False
2013;10;27;7;UA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1150;-6;False;1333;-13;False;False
2013;7;20;6;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1715;0;False;1856;3;False;False
2013;8;20;2;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;710;-3;False;845;6;False;False
2013;6;25;2;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1540;30;True;1843;31;True;False
2013;7;2;2;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1225;-1;False;1410;-25;False;False
2013;10;21;1;FL;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;800;-7;False;1015;-24;False;False
2013;4;18;4;UA;15304;Tampa International;Tampa;FL;11292;Denver International;Denver;CO;710;0;False;905;0;False;False
2013;6;10;1;WN;15304;Tampa International;Tampa;FL;14307;Theodore Francis Green State;Providence;RI;1000;0;False;1255;-16;False;False
2013;8;24;6;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;641;-6;False;800;-2;False;False
2013;5;13;1;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1130;-1;False;1355;-30;False;False
2013;7;19;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1414;-6;False;1543;-1;False;False
2013;9;16;1;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1815;-2;False;1933;-1;False;False
2013;8;16;5;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1647;-1;False;1900;-2;False;False
2013;7;31;3;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1443;-2;False;1612;-1;False;False
2013;8;16;5;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;641;-5;False;800;-10;False;False
2013;5;26;7;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1430;-9;False;1620;-27;False;False
2013;7;19;5;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1715;13;False;1856;15;True;False
2013;6;15;6;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1855;14;False;2035;4;False;False
2013;8;15;4;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1655;9;False;1840;1;False;False
2013;5;13;1;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;645;0;False;805;-6;False;False
2013;4;10;3;WN;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;1535;-2;False;1820;-11;False;False
2013;6;30;7;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;825;-6;False;1110;-28;False;False
2013;9;1;7;FL;15304;Tampa International;Tampa;FL;14122;Pittsburgh International;Pittsburgh;PA;1647;-6;False;1900;-11;False;False
2013;6;26;3;FL;15304;Tampa International;Tampa;FL;10792;Buffalo Niagara International;Buffalo;NY;1055;4;False;1330;0;False;False
2013;6;15;6;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;635;0;False;735;-9;False;False
2013;4;6;6;WN;15304;Tampa International;Tampa;FL;14730;Louisville International-Standiford Field;Louisville;KY;1405;-2;False;1610;-5;False;False
2013;8;8;4;UA;15304;Tampa International;Tampa;FL;12266;George Bush Intercontinental/Houston;Houston;TX;1909;40;True;2020;31;True;False
2013;4;9;2;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;2100;3;False;2338;12;False;False
2013;10;27;7;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;1015;-1;False;1304;-1;False;False
2013;10;2;3;FL;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;1325;-5;False;1540;-10;False;False
2013;4;26;5;WN;15304;Tampa International;Tampa;FL;10529;Bradley International;Hartford;CT;2040;-4;False;2330;-9;False;False
2013;5;14;2;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1854;-2;False;2144;-7;False;False
2013;9;16;1;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;600;-6;False;729;-15;False;False
2013;6;27;4;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;1945;14;False;2120;23;True;False
2013;7;15;1;DL;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1200;-5;False;1446;8;False;False
2013;4;6;6;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1215;-3;False;1352;-18;False;False
2013;5;16;4;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1600;1;False;1732;-2;False;False
2013;8;22;4;B6;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;828;-4;False;1109;7;False;False
2013;6;24;1;US;15304;Tampa International;Tampa;FL;14107;Phoenix Sky Harbor International;Phoenix;AZ;736;-4;False;900;15;True;False
2013;10;25;5;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1641;36;True;1930;33;True;False
2013;10;17;4;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;515;-6;False;649;-14;False;False
2013;7;4;4;WN;15304;Tampa International;Tampa;FL;14730;Louisville International-Standiford Field;Louisville;KY;945;-2;False;1145;-2;False;False
2013;4;7;7;WN;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;2125;-4;False;2350;-2;False;False
2013;6;24;1;WN;15304;Tampa International;Tampa;FL;12889;McCarran International;Las Vegas;NV;610;-1;False;745;1;False;False
2013;8;20;2;WN;15304;Tampa International;Tampa;FL;12191;William P Hobby;Houston;TX;655;-2;False;810;14;False;False
2013;10;25;5;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1145;-1;False;1424;-7;False;False
2013;6;23;7;AA;15304;Tampa International;Tampa;FL;13930;Chicago O'Hare International;Chicago;IL;1225;-11;False;1415;-28;False;False
2013;4;11;4;WN;15304;Tampa International;Tampa;FL;12889;McCarran International;Las Vegas;NV;1605;12;False;1805;14;False;False
2013;5;31;5;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;2040;-18;False;2339;-12;False;False
2013;6;24;1;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1905;5;False;2020;22;True;False
2013;5;3;5;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1850;-2;False;2035;-3;False;False
2013;10;20;7;AA;15304;Tampa International;Tampa;FL;11298;Dallas/Fort Worth International;Dallas/Fort Worth;TX;1500;-10;False;1635;-4;False;False
2013;10;12;6;US;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1015;-5;False;1242;3;False;False
2013;8;17;6;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1320;-2;False;1415;-8;False;False
2013;5;6;1;DL;15304;Tampa International;Tampa;FL;11193;Cincinnati/Northern Kentucky International;Cincinnati;OH;1711;16;True;1923;-4;False;False
2013;10;6;7;FL;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1704;-9;False;1919;-26;False;False
2013;10;25;5;DL;15304;Tampa International;Tampa;FL;13487;Minneapolis-St Paul International;Minneapolis;MN;820;-6;False;1045;-17;False;False
2013;6;5;3;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;510;-7;False;647;-9;False;False
2013;5;22;3;FL;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1233;-6;False;1445;-6;False;False
2013;5;31;5;DL;15304;Tampa International;Tampa;FL;11433;Detroit Metro Wayne County;Detroit;MI;1805;-1;False;2045;-4;False;False
2013;8;9;5;B6;15304;Tampa International;Tampa;FL;14843;Luis Munoz Marin International;San Juan;PR;945;-5;False;1246;-1;False;False
2013;9;23;1;MQ;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1115;-7;False;1355;-17;False;False
2013;8;14;3;WN;15304;Tampa International;Tampa;FL;15016;Lambert-St. Louis International;St. Louis;MO;920;-3;False;1040;-9;False;False
2013;8;1;4;FL;15304;Tampa International;Tampa;FL;11066;Port Columbus International;Columbus;OH;1726;-3;False;1936;-5;False;False
2013;6;29;6;WN;15304;Tampa International;Tampa;FL;10821;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;830;1;False;1050;-9;False;False
2013;4;30;2;DL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;945;-5;False;1118;0;False;False
2013;9;26;4;AA;15304;Tampa International;Tampa;FL;13303;Miami International;Miami;FL;1950;15;True;2055;16;True;False
2013;8;4;7;FL;15304;Tampa International;Tampa;FL;13342;General Mitchell International;Milwaukee;WI;1644;13;False;1829;29;True;False
2013;4;11;4;WN;15304;Tampa International;Tampa;FL;11697;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;1400;6;False;1455;16;True;False
2013;6;15;6;DL;15304;Tampa International;Tampa;FL;11193;Cincinnati/Northern Kentucky International;Cincinnati;OH;835;-6;False;1046;-5;False;False
2013;4;4;4;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;805;-1;False;935;32;True;False
2013;10;26;6;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;645;-7;False;826;-7;False;False
2013;10;31;4;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1355;-4;False;1610;8;False;False
2013;7;12;5;AA;15304;Tampa International;Tampa;FL;12478;John F. Kennedy International;New York;NY;1845;77;True;2140;80;True;False
2013;4;27;6;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;801;-6;False;1100;-7;False;False
2013;4;25;4;WN;15304;Tampa International;Tampa;FL;13232;Chicago Midway International;Chicago;IL;1945;0;False;2125;5;False;False
2013;9;11;3;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1541;-6;False;1709;-1;False;False
2013;8;30;5;B6;15304;Tampa International;Tampa;FL;10721;Logan International;Boston;MA;2000;-6;False;2258;-7;False;False
2013;7;23;2;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;2010;-2;False;2135;-6;False;False
2013;7;1;1;US;15304;Tampa International;Tampa;FL;11057;Charlotte Douglas International;Charlotte;NC;1025;-2;False;1206;3;False;False
2013;8;23;5;UA;15304;Tampa International;Tampa;FL;11618;Newark Liberty International;Newark;NJ;1943;0;False;2238;-26;False;False
2013;10;12;6;UA;15304;Tampa International;Tampa;FL;12264;Washington Dulles International;Washington;DC;1357;40;True;1610;28;True;False
2013;10;14;1;WN;15304;Tampa International;Tampa;FL;14100;Philadelphia International;Philadelphia;PA;1535;12;False;1805;11;False;False
2013;4;19;5;FL;15304;Tampa International;Tampa;FL;10397;Hartsfield-Jackson Atlanta International;Atlanta;GA;1855;22;True;2024;30;True;False
2013;10;3;4;WN;15304;Tampa International;Tampa;FL;12339;Indianapolis International;Indianapolis;IN;1255;45;True;1510;29;True;False
2013;5;20;1;DL;15304;Tampa International;Tampa;FL;12953;LaGuardia;New York;NY;1458;62;True;1744;64;True;False
